"author","author_affiliation","author_country","coauthor","coauthor_affiliation","coauthor_country","year","area"
Juho Kim,KAIST,kr,Jaeyeon Park,Yonsei university,kr,2020,tsc
Juho Kim,KAIST,kr,Kyungsik Han,Ajou University,kr,2020,tsc
Juho Kim,KAIST,kr,Evey Huang,Northwestern University,us,2020,tsc
Steven P. Dow,University of California - San Diego,us,Jacob T. Browne,University of California - San Diego,us,2018,tsc
Steven P. Dow,University of California - San Diego,us,Weichen Liu,University of California - San Diego,us,2018,tsc
Steven P. Dow,University of California - San Diego,us,Sijia Xiao,Georgia Institute of Technology,us,2018,tsc
Peter Tolmie,University of Siegen,de,Arkaitz Zubiaga,University of Warwick,uk,2018,tsc
Peter Tolmie,University of Siegen,de,Rob Procter,University of Warwick,uk,2018,tsc
Peter Tolmie,University of Siegen,de,Maria Liakata,University of Warwick,uk,2018,tsc
Peter Tolmie,University of Siegen,de,Mark Rouncefield,Lancaster University,uk,2018,tsc
James A. Hendler,Rensselaer Polytechnic Institute,us,Qingpeng Zhang,City University of Hong Kong,hk,2018,tcss
James A. Hendler,Rensselaer Polytechnic Institute,us,Bassem Makni,IBM,us,2018,tcss
James A. Hendler,Rensselaer Polytechnic Institute,us,Marie Joan Kristine Gloria,The Aspen Institute,us,2018,tcss
James A. Hendler,Rensselaer Polytechnic Institute,us,Dominic DiFranzo,Cornell University,us,2018,tcss
James A. Hendler,Rensselaer Polytechnic Institute,us,Qingpeng Zhang,City University of Hong Kong,hk,2017,tcss
James A. Hendler,Rensselaer Polytechnic Institute,us,Bassem Makni,IBM,us,2017,tcss
Catholijn M. Jonker,Leiden University,nl,Virginia Dignum,TU Delft,nl,2020,tcss
Catholijn M. Jonker,Leiden University,nl,Rijk Mercuur,TU Delft,nl,2020,tcss
Jed R. Brubaker,University of Colorado,us,Katie Z. Gach,University of Colorado,us,2020,tsc
Luca Cernuzzi,Catholic University,py,Fabio Casati,University of Trento,ru,2019,tsc
Luca Cernuzzi,Catholic University,py,Jorge Saldivar,Catholic University,py,2019,tsc
Luca Cernuzzi,Catholic University,py,Florian Daniel,Politecnico di Milano,it,2019,tsc
Juho Hamari,Tampere University,fi,Niklas Ravaja,University of Helsinki,fi,2021,tsc
Juho Hamari,Tampere University,fi,Giulio Jacucci,University of Helsinki,fi,2021,tsc
Juho Hamari,Tampere University,fi,Mikko Salminen,Tampere University,fi,2021,tsc
Juho Hamari,Tampere University,fi,Benjamin Cowley 0001,University of Helsinki,fi,2021,tsc
Juho Hamari,Tampere University,fi,Simo Järvelä,Aalto University,fi,2021,tsc
Ravi Sankar,University of South Florida,us,Harshit Srivastava,University of South Florida,us,2020,tcss
Paulo Shakarian,Arizona State University,us,Ericsson Marin,Arizona State University,us,2020,tsc
Paulo Shakarian,Arizona State University,us,Ruocheng Guo,Arizona State University,us,2020,tsc
Gerardo I. Simari,South National University,ar,Chiara Pulice,Dartmouth College,us,2019,tcss
Gerardo I. Simari,South National University,ar,V. S. Subrahmanian,University of Maryland - College Park,us,2019,tcss
Gerardo I. Simari,South National University,ar,Sachin Grover,Carnegie Mellon University,us,2019,tcss
Steve T. K. Jan,Virginia Tech,us,Gang Wang 0011,Virginia Tech,us,2018,tsc
V. S. Subrahmanian,University of Maryland - College Park,us,Gerardo I. Simari,South National University,ar,2019,tcss
V. S. Subrahmanian,University of Maryland - College Park,us,Chiara Pulice,Dartmouth College,us,2019,tcss
V. S. Subrahmanian,University of Maryland - College Park,us,Sachin Grover,Carnegie Mellon University,us,2019,tcss
V. S. Subrahmanian,University of Maryland - College Park,us,Daniele Bellutta,Dartmouth College,us,2020,tcss
V. S. Subrahmanian,University of Maryland - College Park,us,Anja Subasic,Dartmouth College,us,2020,tcss
V. S. Subrahmanian,University of Maryland - College Park,us,Edoardo Serra,Boise State University,us,2020,tcss
V. S. Subrahmanian,University of Maryland - College Park,us,Anshul Sawant,Google,us,2020,tcss
V. S. Subrahmanian,University of Maryland - College Park,us,Chiara Pulice,Dartmouth College,us,2020,tcss
V. S. Subrahmanian,University of Maryland - College Park,us,Youdinghuan Chen,Dartmouth College,us,2020,tcss
V. S. Subrahmanian,University of Maryland - College Park,us,Yanhai Xiong,Dartmouth College,us,2020,tcss
V. S. Subrahmanian,University of Maryland - College Park,us,Sarit Kraus,Bar-Ilan University,il,2020,tcss
V. S. Subrahmanian,University of Maryland - College Park,us,Mohammad Taghi Hajiaghayi,University of Maryland - College Park,us,2020,tcss
V. S. Subrahmanian,University of Maryland - College Park,us,Haipeng Chen 0001,Dartmouth College,us,2020,tcss
V. S. Subrahmanian,University of Maryland - College Park,us,Ariella Richardson,Lev Academic Center,il,2014,tcss
V. S. Subrahmanian,University of Maryland - College Park,us,Sarit Kraus,Bar-Ilan University,il,2014,tcss
V. S. Subrahmanian,University of Maryland - College Park,us,Edoardo Serra,Boise State University,us,2014,tcss
V. S. Subrahmanian,University of Maryland - College Park,us,Amos Azaria,Carnegie Mellon University,us,2014,tcss
V. S. Subrahmanian,University of Maryland - College Park,us,Tanmoy Chakraborty 0002,Indraprastha Institute of Information Technology Delhi,in,2018,tcss
V. S. Subrahmanian,University of Maryland - College Park,us,Eric Lancaster,University of Maryland - College Park,us,2018,tcss
V. S. Subrahmanian,University of Maryland - College Park,us,Rami Puzis,University of Maryland - College Park,us,2013,socnet
V. S. Subrahmanian,University of Maryland - College Park,us,Manish Purohit,University of Maryland - College Park,us,2013,socnet
David B. Smith 0001,CSIRO,au,Kristin L. Wood,Singapore University of Technology and Design,sg,2018,tcss
David B. Smith 0001,CSIRO,au,Tapan Kumar Saha,University of Queensland,us,2018,tcss
David B. Smith 0001,CSIRO,au,Wayes Tushar,University of Queensland,us,2018,tcss
David B. Smith 0001,CSIRO,au,Chau Yuen,Singapore University of Technology and Design,sg,2018,tcss
David B. Smith 0001,CSIRO,au,Wen-Tai Li,Singapore University of Technology and Design,sg,2018,tcss
Denis Gracanin,Virginia Tech,us,Hicham G. Elmongui,Alexandria University,eg,2017,tcss
Quanyan Zhu,York University,ca,Yuan Liu 0002,Northeastern University,us,2017,tcss
Quanyan Zhu,York University,ca,Xingwei Wang 0001,Northeastern University,us,2017,tcss
Quanyan Zhu,York University,ca,Jie Zhang 0002,Nanyang Technological University,sg,2017,tcss
Weiguo Wang,Dongbei University of Finance & Economics,cn,Dehai Liu,Dongbei University of Finance & Economics,cn,2013,socnet
Zhenyu Zhou,North China Electric Power University,cn,Shahid Mumtaz,Telecommunications institute,pt,2019,tcss
Zhenyu Zhou,North China Electric Power University,cn,Jun Wu 0001,Shanghai Jiao Tong University,cn,2019,tcss
Zhenyu Zhou,North China Electric Power University,cn,Sattam Al Otaibi,Taif University,sa,2019,tcss
Zhenyu Zhou,North China Electric Power University,cn,Jianhua Li 0001,Shanghai Jiao Tong University,cn,2019,tcss
Zhenyu Zhou,North China Electric Power University,cn,Haris Gacanin,Nokia Bell Labs,us,2019,tcss
Jun Zhang 0010,Deakin University,au,Majed A. AlRubaian,King Saud University,sa,2015,tcss
Jun Zhang 0010,Deakin University,au,Chao Chen 0015,Deakin University,au,2015,tcss
Jun Zhang 0010,Deakin University,au,Yi Xie 0002,Sun Yat-sen University,cn,2015,tcss
Jun Zhang 0010,Deakin University,au,Wanlei Zhou,University of Technology Sydney,au,2015,tcss
Jun Zhang 0010,Deakin University,au,Mohammad Mehedi Hassan,King Saud University,sa,2015,tcss
Jun Zhang 0010,Deakin University,au,Abdulhameed Alelaiwi,King Saud University,sa,2015,tcss
Jun Zhang 0010,Deakin University,au,Yang Xiang 0001,Deakin University,au,2015,tcss
Mohsen Guizani,Qatar University,qa,Yan Jia 0001,National University of Defense Technology,cn,2021,tcss
Mohsen Guizani,Qatar University,qa,Weihong Han,Guangzhou University,cn,2021,tcss
Mohsen Guizani,Qatar University,qa,Zizhong Huang,National University of Defense Technology,cn,2021,tcss
Mohsen Guizani,Qatar University,qa,Zhihong Tian,Guangzhou University,cn,2021,tcss
Mohsen Guizani,Qatar University,qa,Yuhan Chai,Guangzhou University,cn,2020,tcss
Mohsen Guizani,Qatar University,qa,Xiaojiang Du,Temple University,us,2020,tcss
Mohsen Guizani,Qatar University,qa,Zhihong Tian,Guangzhou University,cn,2020,tcss
Mohsen Guizani,Qatar University,qa,Jing Qiu 0002,Guangzhou University,cn,2020,tcss
Jonathan Rodriguez 0001,University of South Wales,uk,Georgios Mantas,University of Greenwich,uk,2019,tcss
Jonathan Rodriguez 0001,University of South Wales,uk,Shahid Mumtaz,Telecommunications institute,pt,2019,tcss
Jonathan Rodriguez 0001,University of South Wales,uk,Alireza Esfahani,Telecommunications institute,pt,2019,tcss
Jonathan Rodriguez 0001,University of South Wales,uk,José-Fernán Martínez-Ortega,Polytechnic University of Madrid,es,2019,tcss
Jonathan Rodriguez 0001,University of South Wales,uk,Reza Parsamehr,Polytechnic University of Madrid,es,2019,tcss
Jonathan Rodriguez 0001,University of South Wales,uk,Ayman Radwan,Telecommunications institute,pt,2019,tcss
Ayman Radwan,Telecommunications institute,pt,Georgios Mantas,University of Greenwich,uk,2019,tcss
Ayman Radwan,Telecommunications institute,pt,Shahid Mumtaz,Telecommunications institute,pt,2019,tcss
Ayman Radwan,Telecommunications institute,pt,Alireza Esfahani,Telecommunications institute,pt,2019,tcss
Ayman Radwan,Telecommunications institute,pt,José-Fernán Martínez-Ortega,Polytechnic University of Madrid,es,2019,tcss
Ayman Radwan,Telecommunications institute,pt,Reza Parsamehr,Polytechnic University of Madrid,es,2019,tcss
Ayman Radwan,Telecommunications institute,pt,Jonathan Rodriguez 0001,University of South Wales,uk,2019,tcss
Mingchu Li,Dalian University of Technology,cn,Cheng Guo 0001,Dalian University of Technology,cn,2021,tcss
Mingchu Li,Dalian University of Technology,cn,Zhen Wang 0013,Hangzhou Dianzi University,cn,2021,tcss
Victor C. M. Leung,Shenzhen University,cn,Qiuzhen Lin,Shenzhen University,cn,2020,tcss
Victor C. M. Leung,Shenzhen University,cn,Maoguo Gong,Xidian University,cn,2020,tcss
Victor C. M. Leung,Shenzhen University,cn,Jianqiang Li 0001,Shenzhen University,cn,2020,tcss
Victor C. M. Leung,Shenzhen University,cn,Lijia Ma,Xidian University,cn,2020,tcss
Victor C. M. Leung,Shenzhen University,cn,Zhuhong You,Chinese Academy of Sciences,cn,2020,tcss
Victor C. M. Leung,Shenzhen University,cn,Xiaopeng Huang,Shenzhen University,cn,2020,tcss
Hichem Besbes,University of Carthage,tn,Raby Hamadi,Stevens Institute of Technology,us,2021,tcss
Hichem Besbes,University of Carthage,tn,Yehia Massoud,Stevens Institute of Technology,us,2021,tcss
Hichem Besbes,University of Carthage,tn,Hakim Ghazzai,Stevens Institute of Technology,us,2021,tcss
Xin Liu 0022,China University of Petroleum,cn,Shaowen Yu,China University of Petroleum,cn,2021,tcss
Xin Liu 0022,China University of Petroleum,cn,Faming Gong,China University of Petroleum,cn,2021,tcss
Xin Liu 0022,China University of Petroleum,cn,Jiehan Zhou,University of Oulu,fi,2021,tcss
Xin Liu 0022,China University of Petroleum,cn,Xiao Wang 0002,Chinese Academy of Sciences,cn,2021,tcss
Xin Liu 0022,China University of Petroleum,cn,Shuai Cao,China University of Petroleum,cn,2021,tcss
Ghita Mezzour,International University of Rabat,ma,William Frankenstein,Georgetown University,us,2018,tcss
Ghita Mezzour,International University of Rabat,ma,L. Richard Carley,Carnegie Mellon University,us,2018,tcss
Ghita Mezzour,International University of Rabat,ma,Kathleen M. Carley,Carnegie Mellon University,us,2018,tcss
Kezhi Wang,Northumbria University,uk,Jiejun Hu,University of Essex,uk,2020,tcss
Kezhi Wang,Northumbria University,uk,Kun Yang 0001,University of Essex,uk,2020,tcss
Kun Yang 0001,University of Essex,uk,Jiejun Hu,University of Essex,uk,2020,tcss
Kun Yang 0001,University of Essex,uk,Kezhi Wang,Northumbria University,uk,2020,tcss
Yizhi Xu,Zhejiang University,cn,Gang Pan 0001,Zhejiang University,cn,2021,tcss
Yizhi Xu,Zhejiang University,cn,Zhiling Luo,Zhejiang University,cn,2021,tcss
Yizhi Xu,Zhejiang University,cn,Shijian Li,Zhejiang University,cn,2021,tcss
Yizhi Xu,Zhejiang University,cn,Sha Zhao,Zhejiang University,cn,2021,tcss
Katsuya Suto,Tohoku University,jp,Hiroki Nishiyama 0001,Tohoku University,jp,2015,tcss
Katsuya Suto,Tohoku University,jp,Keisuke Miyanabe,Tohoku University,jp,2015,tcss
Katsuya Suto,Tohoku University,jp,Nei Kato,Tohoku University,jp,2015,tcss
Hiroki Nishiyama 0001,Tohoku University,jp,Nei Kato,Tohoku University,jp,2015,tcss
Hiroki Nishiyama 0001,Tohoku University,jp,Keisuke Miyanabe,Tohoku University,jp,2015,tcss
Hiroki Nishiyama 0001,Tohoku University,jp,Katsuya Suto,Tohoku University,jp,2015,tcss
Nei Kato,Tohoku University,jp,Hiroki Nishiyama 0001,Tohoku University,jp,2015,tcss
Nei Kato,Tohoku University,jp,Keisuke Miyanabe,Tohoku University,jp,2015,tcss
Nei Kato,Tohoku University,jp,Katsuya Suto,Tohoku University,jp,2015,tcss
Yuhan Chai,Guangzhou University,cn,Mohsen Guizani,Qatar University,qa,2020,tcss
Yuhan Chai,Guangzhou University,cn,Xiaojiang Du,Temple University,us,2020,tcss
Yuhan Chai,Guangzhou University,cn,Zhihong Tian,Guangzhou University,cn,2020,tcss
Yuhan Chai,Guangzhou University,cn,Jing Qiu 0002,Guangzhou University,cn,2020,tcss
Jing Qiu 0002,Guangzhou University,cn,Yuhan Chai,Guangzhou University,cn,2020,tcss
Jing Qiu 0002,Guangzhou University,cn,Mohsen Guizani,Qatar University,qa,2020,tcss
Jing Qiu 0002,Guangzhou University,cn,Xiaojiang Du,Temple University,us,2020,tcss
Jing Qiu 0002,Guangzhou University,cn,Zhihong Tian,Guangzhou University,cn,2020,tcss
Zhihong Tian,Guangzhou University,cn,Yan Jia 0001,National University of Defense Technology,cn,2021,tcss
Zhihong Tian,Guangzhou University,cn,Weihong Han,Guangzhou University,cn,2021,tcss
Zhihong Tian,Guangzhou University,cn,Zizhong Huang,National University of Defense Technology,cn,2021,tcss
Zhihong Tian,Guangzhou University,cn,Mohsen Guizani,Qatar University,qa,2021,tcss
Zhihong Tian,Guangzhou University,cn,Yuhan Chai,Guangzhou University,cn,2020,tcss
Zhihong Tian,Guangzhou University,cn,Mohsen Guizani,Qatar University,qa,2020,tcss
Zhihong Tian,Guangzhou University,cn,Xiaojiang Du,Temple University,us,2020,tcss
Zhihong Tian,Guangzhou University,cn,Jing Qiu 0002,Guangzhou University,cn,2020,tcss
Li-Chun Wang 0001,National Chiao Tung University,tw,Chia-Yu Lin,Yuan Ze University,tw,2021,tcss
Li-Chun Wang 0001,National Chiao Tung University,tw,Dusit Niyato,Nanyang Technological University,sg,2021,tcss
Li-Chun Wang 0001,National Chiao Tung University,tw,Yu-Fang Chiu,National Chiao Tung University,tw,2021,tcss
Sandip Chakraborty,IIT Kharagpur,in,Niloy Ganguly,IIT Kharagpur,in,2020,tcss
Sandip Chakraborty,IIT Kharagpur,in,Subrata Nandi,National Institute of Technology,in,2020,tcss
Sandip Chakraborty,IIT Kharagpur,in,Bivas Mitra,IIT Kharagpur,in,2020,tcss
Sandip Chakraborty,IIT Kharagpur,in,Kingshuk De,National Institute of Technology,in,2020,tcss
Sandip Chakraborty,IIT Kharagpur,in,Sujoy Saha,National Institute of Technology,in,2020,tcss
Sandip Chakraborty,IIT Kharagpur,in,Aviral Shrivastava,IIT Kharagpur,in,2020,tcss
Shaohua Wan,Zhongnan University of Economics and Law,cn,Xuyun Zhang,Macquarie University,au,2019,tcss
Shaohua Wan,Zhongnan University of Economics and Law,cn,Xiaolong Xu 0001,Nanjing University,cn,2019,tcss
Shaohua Wan,Zhongnan University of Economics and Law,cn,Feifei Chen 0001,Deakin University,au,2019,tcss
Shaohua Wan,Zhongnan University of Economics and Law,cn,Lianyong Qi,Qufu Normal University,cn,2019,tcss
Shaohua Wan,Zhongnan University of Economics and Law,cn,Wanchun Dou,Nanjing University,cn,2019,tcss
Shaohua Wan,Zhongnan University of Economics and Law,cn,Qiang He 0001,Swinburne University of Technology,au,2019,tcss
Shaohua Wan,Zhongnan University of Economics and Law,cn,Changbing Tang,Zhejiang Normal University,cn,2021,tcss
Shaohua Wan,Zhongnan University of Economics and Law,cn,Xuyun Zhang,Macquarie University,au,2021,tcss
Shaohua Wan,Zhongnan University of Economics and Law,cn,Jianfeng Lu 0002,Wuhan University,cn,2021,tcss
Shaohua Wan,Zhongnan University of Economics and Law,cn,Zhao Zhang 0002,Zhejiang Normal University,cn,2021,tcss
Shaohua Wan,Zhongnan University of Economics and Law,cn,Yun Xin,Zhejiang Normal University,cn,2021,tcss
Shaohua Wan,Zhongnan University of Economics and Law,cn,Shaojie Tang,University of Texas at Dallas,us,2021,tcss
Shaohua Wan,Zhongnan University of Economics and Law,cn,Lianyong Qi,Qufu Normal University,cn,2021,tcss
Shaohua Wan,Zhongnan University of Economics and Law,cn,Gautam Srivastava,Brandon University,ca,2021,tcss
Shahid Mumtaz,Telecommunications institute,pt,Saqib Rasool,University of Gujrat,pk,2020,tcss
Shahid Mumtaz,Telecommunications institute,pt,Muddesar Iqbal,London South Bank University,uk,2020,tcss
Shahid Mumtaz,Telecommunications institute,pt,Afshan Saleem,University of Gujrat,pk,2020,tcss
Shahid Mumtaz,Telecommunications institute,pt,Zia Ul-Qayyum,Allama Iqbal Open University,pk,2020,tcss
Shahid Mumtaz,Telecommunications institute,pt,Tasos Dagiuklas,London South Bank University,uk,2020,tcss
Shahid Mumtaz,Telecommunications institute,pt,Georgios Mantas,University of Greenwich,uk,2019,tcss
Shahid Mumtaz,Telecommunications institute,pt,Ayman Radwan,Telecommunications institute,pt,2019,tcss
Shahid Mumtaz,Telecommunications institute,pt,Alireza Esfahani,Telecommunications institute,pt,2019,tcss
Shahid Mumtaz,Telecommunications institute,pt,Jianhua Li 0001,Shanghai Jiao Tong University,cn,2019,tcss
Shahid Mumtaz,Telecommunications institute,pt,José-Fernán Martínez-Ortega,Polytechnic University of Madrid,es,2019,tcss
Shahid Mumtaz,Telecommunications institute,pt,Reza Parsamehr,Polytechnic University of Madrid,es,2019,tcss
Shahid Mumtaz,Telecommunications institute,pt,Jonathan Rodriguez 0001,University of South Wales,uk,2019,tcss
Shahid Mumtaz,Telecommunications institute,pt,Jun Wu 0001,Shanghai Jiao Tong University,cn,2019,tcss
Shahid Mumtaz,Telecommunications institute,pt,Sattam Al Otaibi,Taif University,sa,2019,tcss
Shahid Mumtaz,Telecommunications institute,pt,Zhenyu Zhou,North China Electric Power University,cn,2019,tcss
Shahid Mumtaz,Telecommunications institute,pt,Haris Gacanin,Nokia Bell Labs,us,2019,tcss
Marco Conti,Institute of Informatics and Telematics of CNR,it,Robin I. M. Dunbar,University of Oxford,us,2015,socnet
Marco Conti,Institute of Informatics and Telematics of CNR,it,Valerio Arnaboldi,University of Oxford,us,2015,socnet
