"author","author_affiliation","author_country","coauthor","coauthor_affiliation","coauthor_country","year","area"
Danilo Montesi,University of Bologna,it,Davide Vega,University of Bologna,it,2016,snam
Maria Luisa Sapino,University of Torino,it,Shengyu Huang,Arizona State University,us,2016,snam
Maria Luisa Sapino,University of Torino,it,K. Selçuk Candan,Arizona State University,us,2016,snam
Maria Luisa Sapino,University of Torino,it,Xinsheng Li,Arizona State University,us,2016,snam
Elisa Bertino,Purdue University,us,Yuqing Sun,Shandong University,cn,2018,tsc
Elisa Bertino,Purdue University,us,Xianqi Yu,Shandong University,cn,2018,tsc
Elisa Bertino,Purdue University,us,Amani Abu Jabal,Purdue University,us,2018,snam
Elisa Bertino,Purdue University,us,Sorin Adam Matei,Purdue University,us,2018,snam
Sotiris Ioannidis,Institute of Computer Science,gr,Iasonas Polakis,Columbia University,us,2016,snam
Junjie Zhang 0004,Wright State University,us,Derek Doran,Wright State University,us,2019,snam
Junjie Zhang 0004,Wright State University,us,Maria Carla Calzarossa,University of Pavia,it,2019,snam
Junjie Zhang 0004,Wright State University,us,Daniele Tessera,Catholic University,py,2019,snam
Junjie Zhang 0004,Wright State University,us,Luisa Massari,University of Pavia,it,2019,snam
Angelos Stavrou,George Mason University,us,Sharath Hiremagalore,George Mason University,us,2013,snam
Angelos Stavrou,George Mason University,us,Huzefa Rangwala,George Mason University,us,2013,snam
Yuval Elovici,Ben-Gurion University of the Negev,il,Rami Puzis,University of Maryland - College Park,us,2017,tcss
Yuval Elovici,Ben-Gurion University of the Negev,il,Asaf Shabtai,Ben-Gurion University of the Negev,il,2017,tcss
Yuval Elovici,Ben-Gurion University of the Negev,il,Aviad Elyashar,Ben-Gurion University of the Negev,il,2017,tcss
Yuval Elovici,Ben-Gurion University of the Negev,il,Abigail Paradise,Ben-Gurion University of the Negev,il,2017,tcss
Asaf Shabtai,Ben-Gurion University of the Negev,il,Rami Puzis,University of Maryland - College Park,us,2017,tcss
Asaf Shabtai,Ben-Gurion University of the Negev,il,Yuval Elovici,Ben-Gurion University of the Negev,il,2017,tcss
Asaf Shabtai,Ben-Gurion University of the Negev,il,Aviad Elyashar,Ben-Gurion University of the Negev,il,2017,tcss
Asaf Shabtai,Ben-Gurion University of the Negev,il,Abigail Paradise,Ben-Gurion University of the Negev,il,2017,tcss
Xiaojiang Du,Temple University,us,Mohsen Guizani,Qatar University,qa,2020,tcss
Xiaojiang Du,Temple University,us,Zhihong Tian,Guangzhou University,cn,2020,tcss
Xiaojiang Du,Temple University,us,Jing Qiu 0002,Guangzhou University,cn,2020,tcss
Xiaojiang Du,Temple University,us,Yuhan Chai,Guangzhou University,cn,2020,tcss
Iasonas Polakis,Columbia University,us,Sotiris Ioannidis,Institute of Computer Science,gr,2016,snam
Joongyum Kim,KAIST,kr,Taesik Gong,KAIST,kr,2020,tsc
Joongyum Kim,KAIST,kr,Bogoan Kim,Ajou University,kr,2020,tsc
Joongyum Kim,KAIST,kr,Juho Kim,KAIST,kr,2020,tsc
Joongyum Kim,KAIST,kr,Woojeong Kim,Ajou University,kr,2020,tsc
Joongyum Kim,KAIST,kr,Sung-Ju Lee,KAIST,kr,2020,tsc
Joongyum Kim,KAIST,kr,Kyungsik Han,Ajou University,kr,2020,tsc
Joongyum Kim,KAIST,kr,JeongGil Ko,Yonsei University,kr,2020,tsc
Joongyum Kim,KAIST,kr,Jaeyeon Park,Yonsei University,kr,2020,tsc
Joongyum Kim,KAIST,kr,Evey Huang,Western University,ca,2020,tsc
Bogdan Carbunar,Florida International University,us,Sajedul Rahim Talukder,Edinboro University,us,2020,tsc
Bogdan Carbunar,Florida International University,us,Rahul Potharaju,Microsoft,us,2017,tcss
Bogdan Carbunar,Florida International University,us,Mizanur Rahman,Florida International University,us,2017,tcss
Krishna P. Gummadi,Max Planck Institute,de,Abhijnan Chakraborty,Max Planck Institute,de,2019,tcss
Krishna P. Gummadi,Max Planck Institute,de,Saptarshi Ghosh 0001,Indian Institute of Engineering Science and Technology,in,2019,tcss
Krishna P. Gummadi,Max Planck Institute,de,Niloy Ganguly,Indian Institute of Technology,in,2019,tcss
Xiaohui Liang,University of Massachusetts,us,Rongxing Lu,Nanyang Technological University,sg,2015,tcss
Xiaohui Liang,University of Massachusetts,us,Kuan Zhang,University of Waterloo,us,2015,tcss
Xiaohui Liang,University of Massachusetts,us,Xuemin Shen,University of Waterloo,us,2015,tcss
Gang Wang 0011,Virginia Tech,us,Steve T. K. Jan,Virginia Tech,us,2018,tsc
David J. Yates,Bentley University,us,David M. Murungi,Bentley University,us,2021,tsc
David J. Yates,Bentley University,us,Sandeep Purao,Bentley University,us,2021,tsc
Shasha Li,Zhejiang University,cn,Weili Wu,University of Texas at Dallas,us,2016,tcss
Shasha Li,Zhejiang University,cn,Guangmo Amo Tong,University of Texas at Dallas,us,2016,tcss
Shasha Li,Zhejiang University,cn,Ding-Zhu Du,Korea University,kr,2016,tcss
Sung-Ju Lee,KAIST,kr,Taesik Gong,KAIST,kr,2020,tsc
Sung-Ju Lee,KAIST,kr,Bogoan Kim,Ajou University,kr,2020,tsc
Sung-Ju Lee,KAIST,kr,Juho Kim,KAIST,kr,2020,tsc
Sung-Ju Lee,KAIST,kr,Woojeong Kim,Ajou University,kr,2020,tsc
Sung-Ju Lee,KAIST,kr,Kyungsik Han,Ajou University,kr,2020,tsc
Sung-Ju Lee,KAIST,kr,JeongGil Ko,Yonsei University,kr,2020,tsc
Sung-Ju Lee,KAIST,kr,Jaeyeon Park,Yonsei University,kr,2020,tsc
Sung-Ju Lee,KAIST,kr,Joongyum Kim,KAIST,kr,2020,tsc
Sung-Ju Lee,KAIST,kr,Evey Huang,Western University,ca,2020,tsc
Guy Melançon,Usman Institute of Technology,pk,Faraz Zaidi,Levich Institute and Physics Department,us,2015,snam
Guy Melançon,Usman Institute of Technology,pk,Arnaud Sallaberry,Karachi Institute of Economics and Technology,pk,2015,snam
Guy Melançon,Usman Institute of Technology,pk,Mohammad Qasim Pasta,Karachi Institute of Economics and Technology,pk,2015,snam
Guy Melançon,Usman Institute of Technology,pk,Faraz Zaidi,Levich Institute and Physics Department,us,2013,snam
Guy Melançon,Usman Institute of Technology,pk,Arnaud Sallaberry,Karachi Institute of Economics and Technology,pk,2013,snam
Keith B. Gallagher,Florida Institute of Technology,us,Bradley S. Rees,Florida Institute of Technology,us,2012,snam
Károly Takács,Linköping University,se,Andreas Flache,University of Groningen,nl,2008,socnet
Károly Takács,Linköping University,se,Béla Janky,Budapest University of Technology and Economics,hu,2008,socnet
Károly Takács,Linköping University,se,László Lorincz,Corvinus University of Budapest,hu,2019,socnet
Károly Takács,Linköping University,se,Anna Fruzsina Gyor,Corvinus University of Budapest,hu,2019,socnet
Károly Takács,Linköping University,se,Júlia Koltai,Eötvös Loránd University,hu,2019,socnet
Károly Takács,Linköping University,se,Flaminio Squazzoni,University of Brescia,it,2018,socnet
Károly Takács,Linköping University,se,Giangiacomo Bravo,Linnaeus University,se,2018,socnet
Flaminio Squazzoni,University of Brescia,it,Giangiacomo Bravo,Linnaeus University,se,2012,socnet
Flaminio Squazzoni,University of Brescia,it,Riccardo Boero,University of Torino,it,2012,socnet
Flaminio Squazzoni,University of Brescia,it,Giangiacomo Bravo,Linnaeus University,se,2018,socnet
Flaminio Squazzoni,University of Brescia,it,Niccolò Casnici,University of Brescia,it,2018,socnet
Flaminio Squazzoni,University of Brescia,it,Károly Takács,Linköping University,se,2018,socnet
Giangiacomo Bravo,Linnaeus University,se,Flaminio Squazzoni,University of Brescia,it,2012,socnet
Giangiacomo Bravo,Linnaeus University,se,Riccardo Boero,University of Torino,it,2012,socnet
Giangiacomo Bravo,Linnaeus University,se,Flaminio Squazzoni,University of Brescia,it,2018,socnet
Giangiacomo Bravo,Linnaeus University,se,Károly Takács,Linköping University,se,2018,socnet
Hao Wang 0003,Norwegian University of Science and Technology,no,Lichen Cheng,Beijing Jiaotong University,cn,2019,tcss
Hao Wang 0003,Norwegian University of Science and Technology,no,Wei Wang 0012,KAUST,sa,2019,tcss
Hao Wang 0003,Norwegian University of Science and Technology,no,Jiqiang Liu,Beijing Jiaotong University,cn,2019,tcss
Hao Wang 0003,Norwegian University of Science and Technology,no,Zonghua Zhang,Institut Mines-Tlcom,fr,2019,tcss
Hao Wang 0003,Norwegian University of Science and Technology,no,Hong-Ning Dai,Macau University of Science and Technology,cn,2019,tcss
Hao Wang 0003,Norwegian University of Science and Technology,no,Guangquan Xu,Tianjin University,cn,2019,tcss
Hao Wang 0003,Norwegian University of Science and Technology,no,Yulei Wu,University of Exeter,uk,2019,tcss
Hao Wang 0003,Norwegian University of Science and Technology,no,Yongzhong He,Beijing Jiaotong University,cn,2020,tcss
Hao Wang 0003,Norwegian University of Science and Technology,no,Guangquan Xu,Tianjin University,cn,2020,tcss
Hao Wang 0003,Norwegian University of Science and Technology,no,Xiangyu Wei,Beijing Jiaotong University,cn,2020,tcss
Hao Wang 0003,Norwegian University of Science and Technology,no,Wei Wang 0012,KAUST,sa,2020,tcss
Gabriel A. Wainer,Carleton University,us,Hoda Khalil,Carleton University,us,2020,tcss
Florian Daniel,Politecnico di Milano,it,Luca Cernuzzi,Catholic University,py,2019,tsc
Florian Daniel,Politecnico di Milano,it,Fabio Casati,University of Trento,ru,2019,tsc
Florian Daniel,Politecnico di Milano,it,Jorge Saldivar,Catholic University,py,2019,tsc
Themis Palpanas,Paris Descartes University,fr,Pavlos Paraskevopoulos,University of Trento,ru,2016,snam
David B. Skillicorn,Queen's University,ca,Christian Leuprecht,Royal Military College of Canada,ca,2013,snam
Mohammad Mehedi Hassan,King Saud University,sa,Wanlei Zhou,Deakin University,au,2015,tcss
Mohammad Mehedi Hassan,King Saud University,sa,Yi Xie 0002,Sun Yat-Sen University,cn,2015,tcss
Mohammad Mehedi Hassan,King Saud University,sa,Abdulhameed Alelaiwi,King Saud University,sa,2015,tcss
Mohammad Mehedi Hassan,King Saud University,sa,Majed A. AlRubaian,King Saud University,sa,2015,tcss
Mohammad Mehedi Hassan,King Saud University,sa,Jun Zhang 0010,Deakin University,au,2015,tcss
Mohammad Mehedi Hassan,King Saud University,sa,Chao Chen 0015,Deakin University,au,2015,tcss
Mohammad Mehedi Hassan,King Saud University,sa,Yang Xiang 0001,Deakin University,au,2015,tcss
Dinesh Kumar Saini,Sohar University,om,Alois Ferscha,Johannes Kepler University,at,2018,tcss
Dinesh Kumar Saini,Sohar University,om,Arshad Muhammad 0001,Sohar University,om,2018,tcss
Dinesh Kumar Saini,Sohar University,om,Kashif Zia,Sohar University,om,2018,tcss
Ken Barker 0001,University of Calgary,us,Khobaib Zaamout,University of Calgary,us,2020,tcss
Ken Barker 0001,University of Calgary,us,Tom Arjannikov,University of Victoria,ca,2020,tcss
Ken Barker 0001,University of Calgary,us,Khobaib Zaamout,University of Calgary,us,2018,tcss
Reda Alhajj,University of Calgary,us,Manmeet Dhaliwal,University of Calgary,us,2018,snam
Reda Alhajj,University of Calgary,us,Kashfia Sailunaz,University of Calgary,us,2018,snam
Reda Alhajj,University of Calgary,us,Jon G. Rokne,University of Calgary,us,2018,snam
Reda Alhajj,University of Calgary,us,Shimaa M. El-Sherif,University of Calgary,us,2015,snam
Reda Alhajj,University of Calgary,us,Mohammad Moshirpour,University of Calgary,us,2015,snam
Reda Alhajj,University of Calgary,us,Behrouz H. Far,Global University,lb,2015,snam
Jose Emmanuel Ramirez-Marquez,Stevens Institute of Technology,us,Dario Borrelli,Stevens Institute of Technology,us,2021,tcss
Jose Emmanuel Ramirez-Marquez,Stevens Institute of Technology,us,Carlo Lipizzi,Stevens Institute of Technology,us,2021,tcss
Jose Emmanuel Ramirez-Marquez,Stevens Institute of Technology,us,Pouria Babvey,Stevens Institute of Technology,us,2021,tcss
Haohan Wang,Carnegie Mellon University,us,Xixi Li,Chongqing University,cn,2018,tcss
Haohan Wang,Carnegie Mellon University,us,Ming Xu 0008,Tsinghua University,cn,2018,tcss
Haohan Wang,Carnegie Mellon University,us,Yunpeng Xiao,Chongqing University,cn,2018,tcss
Haohan Wang,Carnegie Mellon University,us,Yanbing Liu,Chongqing University,cn,2018,tcss
MohammadTaghi Hajiaghayi,University of Maryland - College Park,us,John S. Baras,University of Maryland - College Park,us,2016,snam
MohammadTaghi Hajiaghayi,University of Maryland - College Park,us,Hui Miao 0001,University of Maryland - College Park,us,2016,snam
MohammadTaghi Hajiaghayi,University of Maryland - College Park,us,Peixin Gao,University of Maryland - College Park,us,2016,snam
Ravi Sundaram,Northeastern University,us,Nikos I. Passas,Northeastern University,us,2015,snam
Ravi Sundaram,Northeastern University,us,Saber Shokat Fadaee,Northeastern University,us,2015,snam
Ravi Sundaram,Northeastern University,us,Mehrdad Farajtabar,Georgia Institute of Technology,us,2015,snam
Ravi Sundaram,Northeastern University,us,Javed A. Aslam,Northeastern University,us,2015,snam
Zvi Lotker,Ben Gurion University of the Negev,il,Chen Avin,Ben Gurion University of the Negev,il,2016,snam
Zvi Lotker,Ben Gurion University of the Negev,il,Itzik Turkel,Weizmann Institute of Science,il,2016,snam
Zvi Lotker,Ben Gurion University of the Negev,il,David Peleg,University of Paris Diderot,fr,2016,snam
Charalampos E. Tsourakakis,Carnegie Mellon University,us,Eirinaios Michelakis,University of California - Berkeley,us,2011,snam
Charalampos E. Tsourakakis,Carnegie Mellon University,us,Ioannis Koutis,Carnegie Mellon University,us,2011,snam
Charalampos E. Tsourakakis,Carnegie Mellon University,us,Petros Drineas,Rensselaer Polytechnic Institute,us,2011,snam
Charalampos E. Tsourakakis,Carnegie Mellon University,us,Christos Faloutsos,Carnegie Mellon University,us,2011,snam
Mohammad Taghi Hajiaghayi,University of Maryland - College Park,us,Sarit Kraus,Bar Ilan University,il,2020,tcss
Mohammad Taghi Hajiaghayi,University of Maryland - College Park,us,Edoardo Serra,Boise State University,us,2020,tcss
Mohammad Taghi Hajiaghayi,University of Maryland - College Park,us,Yanhai Xiong,Dartmouth College,us,2020,tcss
Mohammad Taghi Hajiaghayi,University of Maryland - College Park,us,Haipeng Chen 0001,Dartmouth College,us,2020,tcss
Mohammad Taghi Hajiaghayi,University of Maryland - College Park,us,Anshul Sawant,Google,us,2020,tcss
Mohammad Taghi Hajiaghayi,University of Maryland - College Park,us,V. S. Subrahmanian,University of Maryland - College Park,us,2020,tcss
Anil Vullikanti,Virginia Tech,us,Achla Marathe,Virginia Tech,us,2016,snam
Anil Vullikanti,Virginia Tech,us,Jose Cadena,Virginia Tech,us,2016,snam
Anil Vullikanti,Virginia Tech,us,Chris J. Kuhlman,University of Virginia,us,2016,snam
Anil Vullikanti,Virginia Tech,us,Gizem Korkmaz,University of Virginia,us,2016,snam
Anil Vullikanti,Virginia Tech,us,Naren Ramakrishnan,University of Virginia,us,2016,snam
Ken-ichi Kawarabayashi,National Institute of Information and Communications Technology,jp,Naoki Masuda,RIKEN Brain Science Institute,jp,2016,snam
Ken-ichi Kawarabayashi,National Institute of Information and Communications Technology,jp,Takanori Maehara,National Institute of Informatics,jp,2016,snam
Ken-ichi Kawarabayashi,National Institute of Information and Communications Technology,jp,Ryosuke Nishi,National Institute of Informatics,jp,2016,snam
Ken-ichi Kawarabayashi,National Institute of Information and Communications Technology,jp,Keigo Oka,Tottori University,jp,2016,snam
Manish Purohit,University of Maryland - College Park,us,Rami Puzis,University of Maryland - College Park,us,2013,socnet
Manish Purohit,University of Maryland - College Park,us,V. S. Subrahmanian,University of Maryland - College Park,us,2013,socnet
Erik Jan van Leeuwen,Max Planck Institute,de,Matthew Johnson 0002,Durham University,uk,2015,socnet
Erik Jan van Leeuwen,Max Planck Institute,de,Daniël Paulusma,Durham University,uk,2015,socnet
Petros Drineas,Rensselaer Polytechnic Institute,us,Christos Faloutsos,Carnegie Mellon University,us,2011,snam
Petros Drineas,Rensselaer Polytechnic Institute,us,Eirinaios Michelakis,University of California - Berkeley,us,2011,snam
Petros Drineas,Rensselaer Polytechnic Institute,us,Ioannis Koutis,Carnegie Mellon University,us,2011,snam
Petros Drineas,Rensselaer Polytechnic Institute,us,Charalampos E. Tsourakakis,Carnegie Mellon University,us,2011,snam
B. K. Tripathy,VIT University,in,Saptarshi Chakraborty,VIT University,in,2016,snam
Irina Shklovski,IT University Copenhagen,dk,Luca Rossi 0003,IT University Copenhagen,dk,2019,tsc
Irina Shklovski,IT University Copenhagen,dk,Davide Vega,University of Bologna,it,2019,tsc
Irina Shklovski,IT University Copenhagen,dk,Andreas Kotsios,Uppsala University,se,2019,tsc
Irina Shklovski,IT University Copenhagen,dk,Matteo Magnani,Uppsala University,se,2019,tsc
Giulio Jacucci,University of Helsinki,fi,Simo Järvelä,Aalto University,fi,2021,tsc
Giulio Jacucci,University of Helsinki,fi,Niklas Ravaja,University of Helsinki,fi,2021,tsc
Giulio Jacucci,University of Helsinki,fi,Juho Hamari,Tampere University,fi,2021,tsc
Giulio Jacucci,University of Helsinki,fi,Benjamin Cowley 0001,University of Helsinki,fi,2021,tsc
Giulio Jacucci,University of Helsinki,fi,Mikko Salminen,Tampere University,fi,2021,tsc
Austin L. Toombs,Purdue University,us,Colin M. Gray,Purdue University,us,2018,tsc
Austin L. Toombs,Purdue University,us,Robin S. Adams,Purdue University,us,2018,tsc
Austin L. Toombs,Purdue University,us,Yubo Kou,Florida State University,us,2018,tsc
Wendy Moncur,University of Dundee,uk,Helen S. Jones,University of Central Lancashire,uk,2020,tsc
Colin M. Gray,Purdue University,us,Robin S. Adams,Purdue University,us,2018,tsc
Colin M. Gray,Purdue University,us,Yubo Kou,Florida State University,us,2018,tsc
Colin M. Gray,Purdue University,us,Austin L. Toombs,Purdue University,us,2018,tsc
Moojan Ghafurian,University of Waterloo,us,Jeremy R. Cole,Google,us,2019,tcss
Moojan Ghafurian,University of Waterloo,us,David Reitter,Google,us,2019,tcss
David Reitter,Google,us,Jeremy R. Cole,Google,us,2019,tcss
David Reitter,Google,us,Moojan Ghafurian,University of Waterloo,us,2019,tcss
Alistair G. Sutcliffe,University of Manchester,uk,Sam G. B. Roberts,University of Chester,uk,2012,socnet
Alistair G. Sutcliffe,University of Manchester,uk,Jens F. Binder,Nottingham Trent University,uk,2012,socnet
Alistair G. Sutcliffe,University of Manchester,uk,Di Wang 0001,University of Manchester,uk,2011,snam
Alistair G. Sutcliffe,University of Manchester,uk,Xiao-Jun Zeng,University of Manchester,uk,2011,snam
Mark Rouncefield,Lancaster University,uk,Peter Tolmie,University of Siegen,de,2018,tsc
Mark Rouncefield,Lancaster University,uk,Rob Procter,Warwick University,gb,2018,tsc
