Anand E. Sokhey,"Department of Political Science, University of Colorado, United States"
Paul A. Djupe,"Department of Political Science, Denison University, United States"
Jason M. Smith,"Department of Economics and Finance, Jon M. Huntsman School of Business, Utah State University, Logan, UT 84322, United States"
Daniel S. Halgin,"LINKS Center for Social Network Analysis, Department of Management, Gatton College of Business and Economics, University of Kentucky, Lexington, KY 40506-0034, United States"
Virginie Kidwell-Lopez,"Department of Organizations, Strategy and International Management, Naveen Jindal School of Management, The University of Texas at Dallas, Richardson, TX 75080-3021, United States"
Giuseppe (Joe) Labianca,"LINKS Center for Social Network Analysis, Department of Management, Gatton College of Business and Economics, University of Kentucky, Lexington, KY 40506-0034, United States"
Daniel J. Brass,"LINKS Center for Social Network Analysis, Department of Management, Gatton College of Business and Economics, University of Kentucky, Lexington, KY 40506-0034, United States"
Stephen P. Borgatti,"LINKS Center for Social Network Analysis, Department of Management, Gatton College of Business and Economics, University of Kentucky, Lexington, KY 40506-0034, United States"
Jennifer Golbeck,"Human-Computer Interaction Lab, College of Information Studies, University of Maryland - College Park, College Park, MD, United States"
Derek L. Hansen,"Information Technology, Brigham Young University, Provo, UT, United States"
Richard Heidler,"Department for Education and Social Sciences, Bergische University Wuppertal, Gaußstr. 20, 42097 Wuppertal, Germany"
Markus Gamper,"Department of Sociology, University of Trier, Cluster of Excellence “Societal Dependencies and Social Networks”, Germany"
Andreas Herz,"Institute for Social Pedagogy and Organization Sciences, University of Hildesheim, Lübeckerstraße 3, 31141 Hildesheim, Germany"
Florian Eßer,"Institute for Social Pedagogy and Organization Sciences, University of Hildesheim, Lübeckerstraße 3, 31141 Hildesheim, Germany"
Mayukh Dass,"Department of Marketing, Rawls College of Business, MS2101, Texas Tech University, Lubbock, TX 79409, United States"
Srinivas K. Reddy,"Department of Marketing, Lee Kong Chian School of Business, Singapore Management University, 50 Stamford Road #05-01, Singapore 178899, Singapore"
Dawn Iacobucci,"Owen Graduate School of Management, Vanderbilt University, 401 21st Avenue South, Nashville, TN 37203, United States"
Angela Bohn,"Institute for Statistics and Mathematics, Austria"
Christian Buchta,"Institute for Service Marketing and Tourism, Austria"
Kurt Hornik,"Institute for Statistics and Mathematics, Austria"
Patrick Mair,"Institute for Statistics and Mathematics, Austria"
Michael Schweinberger,"Department of Statistics, Rice University, Houston, TX, USA"
Miruna Petrescu-Prahova,"Department of Health Services, University of Washington, Seattle, WA, USA"
Duy Quang Vu,"Department of Mathematics and Statistics, University of Melbourne, Melbourne, Australia"
Tarik Crnovrsanin,"Department of Computer Science, 2063 Kemper Hall, University of California - Davis, One Shields Avenue, Davis, CA 95616, United States"
Chris Muelder,"Department of Computer Science, 2063 Kemper Hall, University of California - Davis, One Shields Avenue, Davis, CA 95616, United States"
Robert Faris,"Department of Sociology, 2247 Social Science and Humanities, University of California - Davis, One Shields Avenue, Davis, CA 95616, United States"
Diane Felmlee,"Department of Sociology, Pennsylvania State University, Oswald Tower, University Park, PA 16802, United States"
Kwan-Liu Ma,"Department of Computer Science, 2063 Kemper Hall, University of California - Davis, One Shields Avenue, Davis, CA 95616, United States"
Gerald Mollenhorst,"Utrecht University, The Netherlands"
Beate Völker,"Utrecht University, The Netherlands"
Henk Flap,"Utrecht University, The Netherlands"
Brandon Brooks,"Department of Media and Information, Michigan State University, United States"
Bernie Hogan,"Oxford Internet Institute, University of Oxford, United Kingdom"
Nicole B. Ellison,"School of Information, University of Michigan, United States"
Cliff Lampe,"School of Information, University of Michigan, United States"
Jessica Vitak,"College of Information Studies, University of Maryland - College Park, United States"
Sandra González-Bailón,"Annenberg School for Communication, University of Pennsylvania, United States"
Ning Wang 0013,"Oxford Internet Institute, University of Oxford, United Kingdom"
Alejandro Rivero,"Institute for Biocomputation and Physics of Complex Systems, University of Zaragoza, Spain"
Javier Borge-Holthoefer,"Qatar Computing Research Institute, Qatar Foundation, Qatar"
Yamir Moreno,"Institute for Biocomputation and Physics of Complex Systems, University of Zaragoza, Spain"
Maria Rosaria D'Esposito,"Department of Economics and Statistics, University of Salerno, Via Ponte don Melillo, 84084 Fisciano (SA), Italy"
Domenico De Stefano,"Department of Economics, Ca' Foscari University of Venice, Cannaregio 873, 30121 Venezia, Italy"
Giancarlo Ragozini,"Department of Political Sciences, University of Naples Federico II, Via Rodinò, 22, 80138 Napoli, Italy"
J. C. Barnes,"The University of Texas at Dallas, School of Economic, Political & Policy Sciences, 800 West Campbell Road, Richardson, TX 75080, United States"
Kevin M. Beaver,"Florida State University, College of Criminology and Criminal Justice, 634 West Call Street, Hecht House, Tallahassee, FL 32306, United States"
Jacob T. N. Young,"Arizona State University, School of Criminology and Criminal Justice, 411 North Central Avenue, Suite 600, Phoenix, AZ 85004, United States"
Michael TenEyck,"The University of Texas at Dallas, School of Economic, Political & Policy Sciences, 800 West Campbell Road, Richardson, TX 75080, United States"
Peter Pal Zubcsek,"Warrington College of Business Administration, University of Florida, Gainesville, FL 32611, United States"
Imran Chowdhury,"Lubin School of Business, Pace University, New York, NY 10038, United States"
Zsolt Katona,"Haas School of Business, University of California - Berkeley, Berkeley, CA 94720-1900, United States"
Zachary Neal,"Psychology Department, Michigan State University, 316 Physics, East Lansing, MI 48824, United States"
Murray Aitkin,"Department of Mathematics and Statistics, University of Melbourne, Victoria, Australia"
Duy Vu,"Department of Mathematics and Statistics, University of Melbourne, Victoria 3010, Australia"
Brian Francis,"Department of Mathematics and Statistics, Lancaster University, Lancaster LA1 4YL, United Kingdom"
Wei Wang 0211,"University of Central Florida, United States"
Eric J. Neuman,"University of Illinois at Urbana-Champaign, United States"
Daniel A. Newman,"University of Illinois at Urbana-Champaign, United States"
Jeremy M. Koster,"Department of Anthropology, University of Cincinnati, Cincinnati, OH 45221, United States"
George Leckie,"Centre for Multilevel Modelling, Graduate School of Education, University of Bristol, 2 Priory Road, Bristol BS8 1TX, United Kingdom"
Martin G. Everett,"University of Manchester, United Kingdom"
Stephen P. Borgatti,"University of Kentucky, United States"
David Tuckett,"UCL Centre for the Study of Decision-Making Uncertainty, Faculty of Brain Sciences, University College London, United Kingdom"
Robert Elliott Smith,"UCL Centre for the Study of Decision-Making Uncertainty, Faculty of Brain Sciences, University College London, United Kingdom"
Rickard Nyman,"UCL Centre for the Study of Decision-Making Uncertainty, Faculty of Brain Sciences, University College London, United Kingdom"
Alfredo Jose Morales,"Grupo de Sistemas Complejos, Departamento de Física y Mecánica, Universidad Politécnica de Madrid, Polytechnic University of Madrid, ETSI Agrónomos, 28040 Madrid, Spain"
Javier Borondo,"Grupo de Sistemas Complejos, Departamento de Física y Mecánica, Universidad Politécnica de Madrid, Polytechnic University of Madrid, ETSI Agrónomos, 28040 Madrid, Spain"
Juan Carlos Losada,"Grupo de Sistemas Complejos, Departamento de Física y Mecánica, Universidad Politécnica de Madrid, Polytechnic University of Madrid, ETSI Agrónomos, 28040 Madrid, Spain"
Rosa M. Benito,"Grupo de Sistemas Complejos, Departamento de Física y Mecánica, Universidad Politécnica de Madrid, Polytechnic University of Madrid, ETSI Agrónomos, 28040 Madrid, Spain"
Noah E. Friedkin,"Department of Sociology, University of California - Santa Barbara, United States"
Eugene C. Johnsen,"Department of Mathematics, University of California - Santa Barbara, United States"
Michal Bojanowski,"Interdisciplinary Centre for Mathematical and Computational Modelling (ICM), University of Warsaw, Prosta 69, 00-838 Warsaw, Poland"
Rense Corten,"Department of Sociology/ICS, Utrecht Unviersity, Padualaan 14, 3584 CH Utrecht, The Netherlands"
Sanne Smith,"Department of Sociology/ICS, Utrecht University, Padualaan 14, 3584 CH Utrecht, The Netherlands"
Ineke Maas,"Department of Sociology/ICS, Utrecht University, Padualaan 14, 3584 CH Utrecht, The Netherlands"
Frank van Tubergen,"Department of Sociology/ICS, Utrecht University, Padualaan 14, 3584 CH Utrecht, The Netherlands"
Ales Ziberna,"University of Ljubljana, Slovenia"
David Savage,"School of CS&IT, RMIT University, GPO Box 2476, Melbourne, Victoria 3001, Australia"
Xiuzhen Zhang,"School of CS&IT, RMIT University, GPO Box 2476, Melbourne, Victoria 3001, Australia"
Xinghuo Yu 0001,"School of CS&IT, RMIT University, GPO Box 2476, Melbourne, Victoria 3001, Australia"
Pauline Chou,"School of CS&IT, RMIT University, GPO Box 2476, Melbourne, Victoria 3001, Australia"
Qingmai Wang,"School of CS&IT, RMIT University, GPO Box 2476, Melbourne, Victoria 3001, Australia"
Andrew Shipilov,"INSEAD, Boulevard de Constance, Fontainebleau 77300, France"
Giuseppe (Joe) Labianca,"LINKS Center for Social Network Analysis, Gatton College of Business and Economics, University of Kentucky, Lexington, KY 40506, United States"
Valentyn Kalnysh,"Ukrainian Institute of Public Health, Kyiv, Ukraine"
Yuri Kalnysh,"Ukrainian Academy of Public Service, Kyiv, Ukraine"
Zachary Neal,"Psychology Department, 316 Physics Road, Michigan State University, East Lansing, MI 48824, United States"
Angela Bohn,"Institute for Statistics and Mathematics, Austria"
Christian Buchta,"Institute for Service Marketing and Tourism, Austria"
Kurt Hornik,"Institute for Statistics and Mathematics, Austria"
Patrick Mair,"Institute for Statistics and Mathematics, Austria"
Matthew Dabkowski,"Department of Systems and Industrial Engineering, University of Arizona, Tucson, United States"
Ronald L. Breiger,"School of Sociology, University of Arizona, Tucson, United States"
Ferenc Szidarovszky,"Reliasoft Corporation, 1450 South Eastside Loop, Tucson, United States"
Angelo Mondaini Calvão,"School of Applied Mathematics, Getulio Vargas Foundation,Rio de Janeiro, RJ, Brazil"
Crysttian Arantes Paixão,"School of Applied Mathematics, Getulio Vargas Foundation,Rio de Janeiro, RJ, Brazil"
Flávio Codeço Coelho,"School of Applied Mathematics, Getulio Vargas Foundation,Rio de Janeiro, RJ, Brazil"
Renato Rocha Souza,"School of Applied Mathematics, Getulio Vargas Foundation,Rio de Janeiro, RJ, Brazil"
Weihua An,"Indiana University, Departments of Sociology and Statistics, 752 Ballantine Hall, 1020 E. Kirkwood Avenue, Bloomington, IN 47405, USA"
Sam Schramski,"Post-Graduate Program in Amazonian Society and Culture, Federal University of Amazonas, Brazil"
Mark Caudell,"Department of Anthropology, Washington State University, Pullman, WA 99164-4910, United States"
Thomas Rotolo,"Department of Sociology, Washington State University, Pullman, WA 99164-4910, United States"
Mulye Grima,"School of Behavioral Sciences, Hawassa University, Hawassa, SNNPRS 95502, Ethiopia"
Bruce A. Desmarais,"Department of Political Science, University of Massachusetts Amherst, United States"
Vincent G. Moscardelli,"Department of Political Science, University of Connecticut, United States"
Brian F. Schaffner,"Department of Political Science, University of Massachusetts Amherst, United States"
Michael S. Kowal,"Department of Political Science, University of Massachusetts Amherst, United States"
Martin Hällsten,"Department of Sociology, Stockholm University, Sweden"
Christofer R. Edling,"Department of Sociology, Lund University, Sweden"
Jens Rydgren,"Department of Sociology, Stockholm University, Sweden"
Andreas Herz,"Institute for Social Pedagogy and Organization Sciences, University of Hildesheim, Marienburger Platz 22, 31141 Hildesheim, Germany"
David E. Eagle,"Department of Sociology, Duke University, PO Box 90088, Durham, NC 27708-0088, United States"
Rae Jean Proeschold-Bell,"Duke Global Health Institute, Duke University, PO Box 90392, Durham, NC 27708-0392, United States"
Nadine Tamburrini,"School of Biological Sciences, Royal Holloway University of London, Egham TW20 0EX, UK"
Marco Cinnirella,"Department of Psychology, Royal Holloway University of London, Egham TW20 0EX, UK"
Vincent A. A. Jansen,"School of Biological Sciences, Royal Holloway University of London, Egham TW20 0EX, UK"
John Bryden,"School of Biological Sciences, Royal Holloway University of London, Egham TW20 0EX, UK"
Mario Luis Small,"Harvard University, United States"
Vontrese Deeds Pamphile,"Northwestern University, United States"
Peter McMahan,"University of Chicago, United States"
Janice Yap,"School of Social Sciences, Singapore Management University, 90 Stamford Road, Level 4, Singapore 178903, Singapore"
Nicholas Harrigan,"School of Social Sciences, Singapore Management University, 90 Stamford Road, Level 4, Singapore 178903, Singapore"
Kathleen M. O'Connor,"Samuel Curtis Johnson Graduate School of Management, Cornell University, United States"
Eric Gladstone,"Samuel Curtis Johnson Graduate School of Management, Cornell University, United States"
Yanjie Bian,"The Institute of Empirical Social Sciences Research, Xi’an Jiaotong University, No. 28, Xianning West Road, Xi’an, Shaanxi 710049, China"
Xianbi Huang,"School of Social Sciences and Communications, La Trobe University, Melbourne, Victoria 3086, Australia"
Lei Zhang 0042,"Department of Sociology, University of Minnesota, 267 19th Avenue South, Minneapolis, MN 55455, United States"
Jeffrey A. Smith,"University of Nebraska-Lincoln, United States"
Robert Faris,"University of California - Davis, United States"
Alexander G. Nikolaev,"Department of Industrial and Systems Engineering, 438 Bell Hall, State University of New York at Buffalo, Buffalo, NY 14260, United States"
Raihan Razib,"Department of Industrial and Systems Engineering, 438 Bell Hall, State University of New York at Buffalo, Buffalo, NY 14260, United States"
Ashwin Kucheriya,"Department of Industrial and Systems Engineering, 438 Bell Hall, State University of New York at Buffalo, Buffalo, NY 14260, United States"
Per Block,"ETH Zürich, ETH Zurich, Clausiusstr. 50, 8092 Zürich, Switzerland"
Pieter-Paul Verhaeghe,"Department of Sociology, Ghent University, Belgium"
Koen Van der Bracht,"Department of Sociology, Ghent University, Belgium"
Bart Van de Putte,"Department of Sociology, Ghent University, Belgium"
Wenhong Chen,"Department of Radio-TV-Film, College of Communication, 1 University Station A0800, University of Texas at Austin, 2504 Whitis Ave Stop A0800, Austin, TX 78712-1067, United States"
Michael Windzio,"University of Bremen, EMPAS, P.O. Box 330 440, 28334 Bremen, Germany"
Cuihua Shen,"Department of Communication, University of California - Davis, USA"
Wenhong Chen,"Department of Radio-TV-Film, University of Texas at Austin, USA"
Jason Owen-Smith,"University of Michigan, Department of Sociology, #3001 500 S. State St., Ann Arbor, MI 48109-1382, United States"
Natalie C. Cotton-Nessler,"Bentley University, Department of Management, 175 Forest Street, Waltham, MA 02452, United States"
Helena Buhr,"The Northwestern Institute on Complex Systems (NICO), 600 Foster Street, Evanston, IL 60208-4057, United States"
Maria Grazia Vigliotti,"Department of Computing, Imperial College London, South Kensington Campus SW7 2BZ, UK"
Chris Hankin,"Institute of Security and Department of Computing, Imperial College London, South Kensington Campus SW7 2BZ, UK"
Michael J. Brusco,"Florida State University, United States"
Patrick Doreian,"University of Ljubljana, Slovenia and University of Pittsburgh, United States"
Lorien Jasny,"National Socio-Environmental Synthesis Center, 1 Park Place, Suite 300, Annapolis, MD 21401, United States"
Mark Lubell,"University of California - Davis, Department of Environmental Science and Policy, One Shields Avenue, Davis, CA 95616, United States"
Matthew Johnson 0002,"School of Engineering and Computer Science, Durham University, United Kingdom"
Daniël Paulusma,"School of Engineering and Computer Science, Durham University, United Kingdom"
Erik Jan van Leeuwen,"Max-Planck Institut für Informatik, Saarbrücken, Germany"
John R. Hipp,"Department of Criminology, Law and Society, University of California - Irvine, United States"
Cheng Wang 0010,"Program in Public Health, University of California - Irvine, United States"
Carter T. Butts,"Department of Sociology, University of California - Irvine, United States"
Rupa Jose,"Department of Psychology & Social Behavior, University of California - Irvine, United States"
Cynthia M. Lakon,"Program in Public Health, University of California - Irvine, United States"
Todd C. Lehmann,"University of Michigan, United States"
James A. Rolfsen,"Creighton University, United States"
Terry D. Clark,"Creighton University, United States"
Ling Heng Henry Wong,"Victorian Funds Management Corporation & Department of Finance, The University of Melbourne, Australia"
André F. Gygax,"Department of Finance, The University of Melbourne, Australia"
Peng Wang 0002,"Melbourne School of Psychological Sciences, The University of Melbourne, Australia"
Yuli Patrick Hsieh,"Program on Digital Technology and Society, Survey Research Division, RTI International, United States"
Matthew E. Brashears,"Cornell University, Department of Sociology, Ithaca, NY 14853, United States"
Eric Quintane,"University of Los Andes, School of Management, Bogota, Colombia"
Bart Husslage,"Department of Mathematics, Fontys University of Applied Sciences, P.O. Box 90900, 5000 GA Tilburg, The Netherlands"
Peter Borm,"CentER and Department of Econometrics and Operations Research, Tilburg University, P.O. Box 90153, 5000 LE Tilburg, The Netherlands"
Twan Burg,"CentER and Department of Econometrics and Operations Research, Tilburg University, P.O. Box 90153, 5000 LE Tilburg, The Netherlands"
Herbert Hamers,"CentER and Department of Econometrics and Operations Research, Tilburg University, P.O. Box 90153, 5000 LE Tilburg, The Netherlands"
Roy Lindelauf,"Military Operational Art & Science, Netherlands Defense Academy, P.O. Box 90002, 4800 PA Breda, The Netherlands"
Weihua An,"Indiana University, Department of Sociology and Department of Statistics, 752 Ballantine Hall, 1020 E. Kirkwood Ave., Bloomington, IN 47405, USA"
Long Doan,"Indiana University, Department of Sociology, 744 Ballantine Hall, 1020 E. Kirkwood Ave., Bloomington, IN 47405, USA"
Lars Leszczensky,"Mannheim Centre for European Social Research (MZES), Graduate School of Economic and Social Sciences (GESS), University of Mannheim, Germany"
Sebastian Pink,"Mannheim Centre for European Social Research (MZES), Graduate School of Economic and Social Sciences (GESS), University of Mannheim, Germany"
Jacob Habinek,"University of California - Berkeley, Department of Sociology, United States"
John Levi Martin,"University of Chicago, Department of Sociology, United States"
Benjamin D. Zablocki,"Rutgers University, Department of Sociology, United States"
Cohen R. Simpson,"London School of Economics and Political Science (Department of Methodology), United Kingdom"
Manuel Fischer,"Department of Environmental Social Sciences, Swiss Federal Institute for Aquatic Research, Überlandstrasse 133, 8600 Dübendorf, Switzerland"
Pascal Sciarini,"Department of Political Science and International Relations, University of Geneva, 40 Boulevard du Pont-d’Arve, 1204 Geneva, Switzerland"
Michaela Hoffman,"University of Missouri, Columbia, USA"
Douglas L. Steinley,"University of Missouri, Columbia, USA"
Michael J. Brusco,"Florida State University, USA"
Monika Cerinsek,"Hruška d.o.o., Kajuhova 90, 1000 Ljubljana, Slovenia"
Vladimir Batagelj,"Institute of Mathematics, Physics and Mechanics, Jadranska 19, 1000 Ljubljana, Slovenia"
Xiangju Qin,"School of Computer Science & Informatics, University College Dublin, Dublin 4, Ireland"
Pádraig Cunningham,"School of Computer Science & Informatics, University College Dublin, Dublin 4, Ireland"
Michael Salter-Townshend,"Department of Statistics, University of Oxford, 1 South Parks Road, Oxford OX1 3TG, UK"
Jesse Shore,"Boston University, Questrom School of Business, United States"
Benjamin Lubin,"Boston University, Questrom School of Business, United States"
Katrien Fransen,"Department of Kinesiology, KU Leuven, Tervuursevest 101, Box 1500, 3001 Leuven, Belgium"
Stef Van Puyenbroeck,"Department of Kinesiology, KU Leuven, Tervuursevest 101, Box 1500, 3001 Leuven, Belgium"
Todd M. Loughead,"Department of Kinesiology, University of Windsor, 401 Sunset Avenue, Windsor, Ontario, Canada"
Norbert Vanbeselaere,"Center for Social and Cultural Psychology, KU Leuven, Tiensestraat 102, Box 3727, 3000 Leuven, Belgium"
Bert De Cuyper,"Department of Kinesiology, KU Leuven, Tervuursevest 101, Box 1500, 3001 Leuven, Belgium"
Gert Vande Broek,"Department of Kinesiology, KU Leuven, Tervuursevest 101, Box 1500, 3001 Leuven, Belgium"
Filip Boen,"Department of Kinesiology, KU Leuven, Tervuursevest 101, Box 1500, 3001 Leuven, Belgium"
Robin I. M. Dunbar,"Department of Experimental Psychology, University of Oxford, Oxford, UK"
Valerio Arnaboldi,"Department of Experimental Psychology, University of Oxford, Oxford, UK"
Marco Conti,"Institute of Informatics and Telematics of CNR, Pisa, Italy"
Andrea Passarella,"Institute of Informatics and Telematics of CNR, Pisa, Italy"
Weihua An,
Zsófia Boda,"University of Oxford, Department of Sociology, Nuffield College, United Kingdom"
Bálint Néray,"Hungarian Academy of Sciences, Centre for Social Sciences, Institute for Sociology, Hungary"
Feng Shi 0005,"Computation Institute, University of Chicago, 5735 S Ellis Ave, Chicago, IL 60637, USA"
Jacob G. Foster,"Department of Sociology, University of California - Los Angeles, 375 Portola Plaza, Los Angeles, CA 90095, USA"
James A. Evans,"Computation Institute, University of Chicago, 5735 S Ellis Ave, Chicago, IL 60637, USA"
Phillip Bonacich,"Department of Sociology, University of California - Los Angeles, CA 90024, United States"
Paulette Lloyd,"AAAS Fellow and Foreign Affairs Analyst, U.S. Department of State, 2201C Street NW, Washington, DC 20524, United States"
Catherine T. Shea,"Kellogg School of Management, Northwestern University, United States"
Tanya Menon,"Fisher College of Business, Ohio State University, United States"
Edward Bishop Smith,"Kellogg School of Management, Northwestern University, United States"
Kyle Emich,"Alfred Lerner College of Business and Economics, University of Delaware, United States"
Bas Hofstra,"Department of Sociology/ICS, Utrecht University, Padualaan 14, 3584 CH Utrecht, The Netherlands"
Rense Corten,"Department of Sociology/ICS, Utrecht University, Padualaan 14, 3584 CH Utrecht, The Netherlands"
Vincent Buskens,"Department of Sociology/ICS, Utrecht University, Padualaan 14, 3584 CH Utrecht, The Netherlands"
C. Prem Sankar,"Department of Futures Studies, University of Kerala, Kariavattom, Kerala 695 581, India"
K. Asokan 0002,"Department of Mathematics, College of Engineering, Thiruvananthapuram, Kerala 695 016, India"
K. Satheesh Kumar,"Department of Futures Studies, University of Kerala, Kariavattom, Kerala 695 581, India"
Duy Vu,"University of Melbourne, VIC 3010, Australia"
Philippa Pattison,"University of Sydney, NSW 2006, Australia"
Garry Robins,"University of Melbourne, VIC 3010, Australia"
Andreas Tutic,"Universität Leipzig, University of Leipzig, Institut für Soziologie, Beethovenstraße 15, 04107 Leipzig, Germany"
Harald Wiese,"Universität Leipzig, University of Leipzig, Wirtschaftswissenschaftliche Fakultät, Grimmaische Straße 12, 04109 Leipzig, Germany"
Ronald S. Burt,"University of Chicago Booth School of Business, Chicago, IL 60637, United States"
J. Ashwin Rambaran,"Department of Sociology and Interuniversity Center for Social Science Theory and Methodology (ICS), University of Groningen, Grote Rozenstraat 31, 9712 TG Groningen, The Netherlands"
Jan Kornelis Dijkstra,"Department of Sociology and Interuniversity Center for Social Science Theory and Methodology (ICS), University of Groningen, Grote Rozenstraat 31, 9712 TG Groningen, The Netherlands"
Anke Munniksma,"Department of Education, University of Amsterdam, Nieuwe Achtergracht 127, 1018 WS Amsterdam, The Netherlands"
Antonius H. N. Cillessen,"Department of Developmental Psychology and Behavioural Science Institute (BSI), Radboud University, Montessorilaan 3, 6500 HE Nijmegen, The Netherlands"
Samira Malek Mohamadi Golsefid,"Department of Industrial Engineering, Amirkabir University of Technology (Polytechnic of Tehran), P.O. Box 15875-4413, Tehran, Iran"
Mohammad Hossein Fazel Zarandi,"Department of Industrial Engineering, Amirkabir University of Technology (Polytechnic of Tehran), P.O. Box 15875-4413, Tehran, Iran"
Susan Bastani,"Department of Sociology, Alzahra University, 19938-93973 Tehran, Iran"
Patrick Doreian,"University of Ljubljana, Slovenia"
Charles J. Gomez,"Stanford University, 485 Lasuen Mall, Stanford, CA 94305, United States"
Paolo Parigi,"Stanford University, 450 Serra Mall, Building 120, Room 132, Stanford, CA 94305, United States"
Jennifer Watling Neal,"Department of Psychology, Michigan State University, United States"
Zachary P. Neal,"Department of Psychology, Michigan State University, United States"
Elise Cappella,"Department of Applied Psychology, New York University, United States"
Min Zhou,"Department of Sociology, University of Victoria, Canada"
Gang Wu,"International Business School, Southwestern University of Finance and Economics, China"
Helian Xu,"School of Economy and Trade, Hunan University, China"
Matthew E. Brashears,"University of South Carolina, Department of Sociology, Sloan College Rm. 321, 911 Pickens St., Columbia, SC 29208, United States"
Eric Gladstone,"LINKS Center for Social Network Analysis, Gatton College of Business & Economics, University of Kentucky, Lexington, KY 40506, United States"
Balázs Kovács,"Yale University, USA"
Chengwei Liu,"University of Warwick, UK"
Beata Lopaciuk-Gonczaryk,"Faculty of Economic Sciences, University of Warsaw, Poland"
Shanfeng Wang,"Key Laboratory of Intelligent Perception and Image Understanding of Ministry of Education, Xidian University, Xi’an, Shaanxi Province 710071, China"
Maoguo Gong,"Key Laboratory of Intelligent Perception and Image Understanding of Ministry of Education, Xidian University, Xi’an, Shaanxi Province 710071, China"
Haifeng Du,"Center for Administration and Complexity Science, Xi’an Jiaotong University, Xi’an, Shaanxi Province 710049, China"
Lijia Ma,"Key Laboratory of Intelligent Perception and Image Understanding of Ministry of Education, Xidian University, Xi’an, Shaanxi Province 710071, China"
Qiguang Miao,"School of Computer, Xidian University, Xi’an, Shaanxi Province 710071, China"
Wei Du 0004,"Center for Administration and Complexity Science, Xi’an Jiaotong University, Xi’an, Shaanxi Province 710049, China"
Matthew E. Brashears,"University of South Carolina, Department of Sociology, United States"
Emily Hoagland,"Cornell University, Department of Sociology, United States"
Eric Quintane,"University of Los Andes, School of Management, Colombia"
Eleonora Patacchini,"Sapienza Universitá di Roma, Sapienza University of Rome, Italy"
Yves Zenou,"Stockholm University and Research Institute of Industrial Economics (IFN), Sweden"
Sandra González-Bailón,"University of Pennsylvania, USA"
Ning Wang 0013,"University of Oxford, United Kingdom"
Daniel K. Sewell,"Department of Biostatistics, University of Iowa, 145 N. Riverside Dr., Iowa City, IA 52242, USA"
Yuguo Chen,"Department of Statistics, University of Illinois at Urbana-Champaign, 725 S. Wright Street, Champaign, IL 61820, USA"
Felicia F. Tian,"Department of Sociology, Fudan University, China"
Nan Lin,"Department of Sociology, Duke University, United States"
Hanno Kruse,"University of Mannheim/MZES (Mannheim Centre for European Social Research) , A5 6, 68131 Mannheim, Germany"
Sanne Smith,"Department of Sociology/ICS, Utrecht University, Padualaan 14, 3584 CH Utrecht, The Netherlands"
Frank van Tubergen,"Department of Sociology/ICS, Utrecht University, Padualaan 14, 3584 CH Utrecht, The Netherlands"
Ineke Maas,"Department of Sociology/ICS, Utrecht University, Padualaan 14, 3584 CH Utrecht, The Netherlands"
Sadamori Koujaku,"Graduate School of Information Science and Technology, Hokkaido University, Japan"
Ichigaku Takigawa,"Graduate School of Information Science and Technology, Hokkaido University, Japan"
Mineichi Kudo,"Graduate School of Information Science and Technology, Hokkaido University, Japan"
Hideyuki Imai,"Graduate School of Information Science and Technology, Hokkaido University, Japan"
Ulrik Brandes,"Department of Computer & Information Science, University of Konstanz, Germany"
Stephen P. Borgatti,"Gatton College of Business and Economics, University of Kentucky, United States"
Linton C. Freeman,"Institute of Mathematical Behavioral Sciences, University of California - Irvine, United States"
Carl Nordlund,"Center for Network Science, Department of Political Science (shared affiliation), Central European University, Budapest, Hungary"
Lars Leszczensky,"University of Mannheim/MZES, A5, 6, 68159 Mannheim, Germany"
Tobias H. Stark,"Utrecht University/ICS, Netherlands and Stanford University, USA"
Andreas Flache,"University of Groningen/ICS, Netherlands"
Anke Munniksma,"University of Amsterdam, Netherlands"
Hongzhong Deng,"Department of Management, College of Information Systems and Management, National University of Defense Technology, China"
Peter Abell,"Managerial Economics and Strategy Group, Department of Management, London School Economics, London School of Economics and Political Science and Political Science, London School of Economics and Political Science, United Kingdom"
Ofer Engel,"Centre for the Analysis of Time Series, London School Economics and Political Science, London School of Economics and Political Science, United Kingdom"
Jun Wu 0004,"Department of Management, College of Information Systems and Management, National University of Defense Technology, China"
Yuejin Tan,"Department of Management, College of Information Systems and Management, National University of Defense Technology, China"
Martin G. Everett,"Mitchell Centre for Social Network Analysis, School of Social Sciences, The University of Manchester, Manchester, UK"
Thomas W. Valente,"Institute for Prevention Research, Department of Preventive Medicine, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA"
Richard A. Benton,"University of Illinois, United States"
Itaru Ishiguro,
Molly E. Brown,"Department of Geographical Sciences, University of Maryland - College Park, College Park, MD 20740, United States"
Monica Ihli,"University of Tennessee, Knoxville, TN 37996, United States"
Oscar Hendrick,"Science Systems and Applications Inc., NASA Goddard Space Flight Center, Code 618, Greenbelt, MD 20771, United States"
Sabrina Delgado-Arias,"Science Systems and Applications Inc., NASA Goddard Space Flight Center, Code 618, Greenbelt, MD 20771, United States"
Vanessa M. Escobar,"Science Systems and Applications Inc., NASA Goddard Space Flight Center, Code 618, Greenbelt, MD 20771, United States"
Peter Griffith,"Science Systems and Applications Inc., NASA Goddard Space Flight Center, Code 618, Greenbelt, MD 20771, United States"
Joshua E. Marineau,"Department of Management and Marketing, College of Business, North Dakota State University, Fargo, ND 58108, United States"
